title,animal,book_cover_image,description
"Little Bear (Little Bear, #1)",bear,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318518124i/201146.jpg,Book by Else Holmelund Minarik
"Little Bear (Little Bear, #1)",duck,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318518124i/201146.jpg,Book by Else Holmelund Minarik
"Little Bear (Little Bear, #1)",cat,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318518124i/201146.jpg,Book by Else Holmelund Minarik
Harry the Dirty Dog,dog,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348901453i/857448.jpg,"There's never been another dog as delightful—or dirty—as Harry.Whether he's a white dog with black spots, or a black dog with white spots, Harry is sure to steal your heart (and your scrub brush, too, if you're not careful).First published in 1956, this beloved classic is a collaboration betweenGene Zionand two-time Caldecott Honor winnerMargaret Bloy Graham. The artist has added splashes of color to the cheerful scenes for this welcome new edition.Gene ZionandMargaret Bloy Grahamcollaborated on four picture books featuring the enormously popular white dog with black spots.Harry the Dirty Dogwas followed byNo Roses for Harry!,Harry and the Lady Next Door,andHarry by the Sea.Gene Zion, who died in 1975, will always be remembered for his playful children's stories. Margaret Bloy Graham has illustrated two Caldecott Honor Books: Gene Zion'sAll Falling Down (1952)and Charlotte Zolotow'sThe Storm Book (1953).She also wrote and illustrated such favorites asBe Nice to Spiders.Margaret Bloy Graham completed the artwork for this new edition ofHarry the Dirty Dogat her home in Cambridge, Massachusetts.Show more"
Yertle the Turtle and Other Stories,turtle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347434226i/420404.jpg,"""I'm Yertle the Turtle! Oh, marvelous me!For I am the ruler of all that I see!""In this hilarious book - featuring three timeless fables - Dr. Seuss explores the pitfalls of growing too big for your boots!By combining the funniest stories, craziest creatures and zaniest pictures with his unique blend of rhyme, rhythm and repetition, Dr. Seuss helps children of all ages and abilities to read.Dr. Seuss makes reading FUN!Story List:- Yertle the Turtle- Gertrude McFuzz- The Big BragWith his unique combination of hilarious stories, zany pictures and riotous rhymes,Dr. Seusshas been delighting young children as well as helping them learn to read for over fifty years. Creator of the wonderfully anarchic'Cat in the Hat',and ranked among the world's top children's authors, Dr. Seuss is a global best-seller, with nearly half a billion books sold worldwide.Show more"
Yertle the Turtle and Other Stories,bird,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347434226i/420404.jpg,"""I'm Yertle the Turtle! Oh, marvelous me!For I am the ruler of all that I see!""In this hilarious book - featuring three timeless fables - Dr. Seuss explores the pitfalls of growing too big for your boots!By combining the funniest stories, craziest creatures and zaniest pictures with his unique blend of rhyme, rhythm and repetition, Dr. Seuss helps children of all ages and abilities to read.Dr. Seuss makes reading FUN!Story List:- Yertle the Turtle- Gertrude McFuzz- The Big BragWith his unique combination of hilarious stories, zany pictures and riotous rhymes,Dr. Seusshas been delighting young children as well as helping them learn to read for over fifty years. Creator of the wonderfully anarchic'Cat in the Hat',and ranked among the world's top children's authors, Dr. Seuss is a global best-seller, with nearly half a billion books sold worldwide.Show more"
Yertle the Turtle and Other Stories,rabbit,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347434226i/420404.jpg,"""I'm Yertle the Turtle! Oh, marvelous me!For I am the ruler of all that I see!""In this hilarious book - featuring three timeless fables - Dr. Seuss explores the pitfalls of growing too big for your boots!By combining the funniest stories, craziest creatures and zaniest pictures with his unique blend of rhyme, rhythm and repetition, Dr. Seuss helps children of all ages and abilities to read.Dr. Seuss makes reading FUN!Story List:- Yertle the Turtle- Gertrude McFuzz- The Big BragWith his unique combination of hilarious stories, zany pictures and riotous rhymes,Dr. Seusshas been delighting young children as well as helping them learn to read for over fifty years. Creator of the wonderfully anarchic'Cat in the Hat',and ranked among the world's top children's authors, Dr. Seuss is a global best-seller, with nearly half a billion books sold worldwide.Show more"
Yertle the Turtle and Other Stories,bear,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347434226i/420404.jpg,"""I'm Yertle the Turtle! Oh, marvelous me!For I am the ruler of all that I see!""In this hilarious book - featuring three timeless fables - Dr. Seuss explores the pitfalls of growing too big for your boots!By combining the funniest stories, craziest creatures and zaniest pictures with his unique blend of rhyme, rhythm and repetition, Dr. Seuss helps children of all ages and abilities to read.Dr. Seuss makes reading FUN!Story List:- Yertle the Turtle- Gertrude McFuzz- The Big BragWith his unique combination of hilarious stories, zany pictures and riotous rhymes,Dr. Seusshas been delighting young children as well as helping them learn to read for over fifty years. Creator of the wonderfully anarchic'Cat in the Hat',and ranked among the world's top children's authors, Dr. Seuss is a global best-seller, with nearly half a billion books sold worldwide.Show more"
Yertle the Turtle and Other Stories,turtle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347434226i/420404.jpg,"""I'm Yertle the Turtle! Oh, marvelous me!For I am the ruler of all that I see!""In this hilarious book - featuring three timeless fables - Dr. Seuss explores the pitfalls of growing too big for your boots!By combining the funniest stories, craziest creatures and zaniest pictures with his unique blend of rhyme, rhythm and repetition, Dr. Seuss helps children of all ages and abilities to read.Dr. Seuss makes reading FUN!Story List:- Yertle the Turtle- Gertrude McFuzz- The Big BragWith his unique combination of hilarious stories, zany pictures and riotous rhymes,Dr. Seusshas been delighting young children as well as helping them learn to read for over fifty years. Creator of the wonderfully anarchic'Cat in the Hat',and ranked among the world's top children's authors, Dr. Seuss is a global best-seller, with nearly half a billion books sold worldwide.Show more"
Yertle the Turtle and Other Stories,bird,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347434226i/420404.jpg,"""I'm Yertle the Turtle! Oh, marvelous me!For I am the ruler of all that I see!""In this hilarious book - featuring three timeless fables - Dr. Seuss explores the pitfalls of growing too big for your boots!By combining the funniest stories, craziest creatures and zaniest pictures with his unique blend of rhyme, rhythm and repetition, Dr. Seuss helps children of all ages and abilities to read.Dr. Seuss makes reading FUN!Story List:- Yertle the Turtle- Gertrude McFuzz- The Big BragWith his unique combination of hilarious stories, zany pictures and riotous rhymes,Dr. Seusshas been delighting young children as well as helping them learn to read for over fifty years. Creator of the wonderfully anarchic'Cat in the Hat',and ranked among the world's top children's authors, Dr. Seuss is a global best-seller, with nearly half a billion books sold worldwide.Show more"
Yertle the Turtle and Other Stories,bird,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347434226i/420404.jpg,"""I'm Yertle the Turtle! Oh, marvelous me!For I am the ruler of all that I see!""In this hilarious book - featuring three timeless fables - Dr. Seuss explores the pitfalls of growing too big for your boots!By combining the funniest stories, craziest creatures and zaniest pictures with his unique blend of rhyme, rhythm and repetition, Dr. Seuss helps children of all ages and abilities to read.Dr. Seuss makes reading FUN!Story List:- Yertle the Turtle- Gertrude McFuzz- The Big BragWith his unique combination of hilarious stories, zany pictures and riotous rhymes,Dr. Seusshas been delighting young children as well as helping them learn to read for over fifty years. Creator of the wonderfully anarchic'Cat in the Hat',and ranked among the world's top children's authors, Dr. Seuss is a global best-seller, with nearly half a billion books sold worldwide.Show more"
Yertle the Turtle and Other Stories,worm,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347434226i/420404.jpg,"""I'm Yertle the Turtle! Oh, marvelous me!For I am the ruler of all that I see!""In this hilarious book - featuring three timeless fables - Dr. Seuss explores the pitfalls of growing too big for your boots!By combining the funniest stories, craziest creatures and zaniest pictures with his unique blend of rhyme, rhythm and repetition, Dr. Seuss helps children of all ages and abilities to read.Dr. Seuss makes reading FUN!Story List:- Yertle the Turtle- Gertrude McFuzz- The Big BragWith his unique combination of hilarious stories, zany pictures and riotous rhymes,Dr. Seusshas been delighting young children as well as helping them learn to read for over fifty years. Creator of the wonderfully anarchic'Cat in the Hat',and ranked among the world's top children's authors, Dr. Seuss is a global best-seller, with nearly half a billion books sold worldwide.Show more"
Lady and the Tramp,dog,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420795364i/765281.jpg,"What do you get when you combine a dog from the wrong side of the tracks with a pampered pooch?One of the most beloved animated films of all time, of course!Walt Disney'sLady and the Trampis a timeless classic, cherished by children and adults alike. Now experience the movie again before bedtime with this full-colorLittle Golden Bookretelling of this delightful doggie tale.Show more"
Lady and the Tramp,dog,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420795364i/765281.jpg,"What do you get when you combine a dog from the wrong side of the tracks with a pampered pooch?One of the most beloved animated films of all time, of course!Walt Disney'sLady and the Trampis a timeless classic, cherished by children and adults alike. Now experience the movie again before bedtime with this full-colorLittle Golden Bookretelling of this delightful doggie tale.Show more"
Lady and the Tramp,rat,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420795364i/765281.jpg,"What do you get when you combine a dog from the wrong side of the tracks with a pampered pooch?One of the most beloved animated films of all time, of course!Walt Disney'sLady and the Trampis a timeless classic, cherished by children and adults alike. Now experience the movie again before bedtime with this full-colorLittle Golden Bookretelling of this delightful doggie tale.Show more"
"The Cat in the Hat Comes Back (The Cat in the Hat, #2)",cat,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332799738i/667234.jpg,"The Cat in the Hat returns for more out-of-control fun in this wintry Beginner Book by Dr. Seuss.It’s a snowy day and Dick and Sally are stuck shovelling . . . until the Cat in the Hat arrives to liven things up (to say the least!). Featuring the Cat’s helpers Little Cat A, Little Cat B, and so on through the alphabet, and ending with a gigantic Voom,'The Cat in the Hat Comes Back' is a riotous, fun-filled follow-up to Dr. Seuss’s classic 'The Cat in the Hat.'.Show more"
Danny and the Dinosaur,dinosaur,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406512465i/858037.jpg,"Danny loves dinosaurs. When he sees one at the museum and says, ""It would be nice to play with a dinosaur,"" a voice answers, ""And I think it would be nice to play with you."" So begins Danny's and the dinosaur's wonderful adventure together!This edition contains altered illustrations, but not the later recolored ones."
Madeline's Rescue,dog,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355323337i/773606.jpg,"It took Ludwig Bemelmans years to think of Madeline's next adventure after the 1939 originalMadeline, but he did it, and the result wasMadeline's Rescue, winner of the 1954 Caldecott Medal. One day on a walk through Paris (a ""twelve little girls in two straight lines"" kind of walk), Madeline slips and falls off a bridge right into the Seine. Everyone feared she would be dead, ""But for a dog / That kept its head,"" saving her from a ""watery grave."" What choice do Madeline and the girls have but to take the heroic pooch home, feed her biscuits, milk, and beef, and name her Genevieve? Sadly, when Lord Cucuface gets wind of the new dog, he decrees that no dogs will be allowed in the ""old house in Paris that was covered with vines,"" and kicks Genevieve out on the street. Madeline vows vengeance, and the girls scour Paris looking for the pup: ""They went looking high / and low / And every place a dog might go. / In every place they called her name / But no one answered to the same."" As we've come to expect from Bemelmans, all's well that ends well chez Clavel, and young readers will be tickled by this heartwarming, quirky dog story with a surprise finale. (Ages 4 to 8)--Karin SnelsonShow more"
The Little Red Hen,mouse,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320489925i/867650.jpg,"Take a gander at his classic folk-tale about perseverance and merit, feature none-other than a hard-working little red hen.BetweenDiane Muldrow'sstory andJ.P. Miller'sbeloved graphic illustrations, the colorful farm animals will seem to jump right off the page—but they aren't jumping to help the Little Red Hen plant her wheat!Young children (and adults!) will learn a valuable lesson about teamwork from this funny, favorite folktale.Show more"
Curious George Rides a Bike,monkey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348292189i/291364.jpg,"Today is a special day for George because he gets his first bike. He does tricks, he helps the paper boy with his round and then he sees a river... and George is curious. And that's when his exciting adventure begins."
Curious George Rides a Bike,bear,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348292189i/291364.jpg,"Today is a special day for George because he gets his first bike. He does tricks, he helps the paper boy with his round and then he sees a river... and George is curious. And that's when his exciting adventure begins."
Tawny Scrawny Lion (Little Golden Book),lion,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395619387i/988170.jpg,"One of the bestselling Little Golden Books of all time.Once there was a tawny scrawny lion who chased monkeys on Monday—kangaroos on Tuesday—zebras on Wednesday—bears on Thursday—camels on Friday—and on Saturday, elephants!So begins the classic story of a family of ten fat rabbits that teaches the hungry lion to eat carrot stew—so that he doesn’t eat them ."
Tawny Scrawny Lion (Little Golden Book),rabbit,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395619387i/988170.jpg,"One of the bestselling Little Golden Books of all time.Once there was a tawny scrawny lion who chased monkeys on Monday—kangaroos on Tuesday—zebras on Wednesday—bears on Thursday—camels on Friday—and on Saturday, elephants!So begins the classic story of a family of ten fat rabbits that teaches the hungry lion to eat carrot stew—so that he doesn’t eat them ."
A Fly Went By,fly,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327962845i/980501.jpg,"Illustrated in color. A fly went by, followed by a frog, who's chased by a cat, who's chased by a dog and a host of other frantic characters, in a humorous cumulative tale."
A Fly Went By,frog,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327962845i/980501.jpg,"Illustrated in color. A fly went by, followed by a frog, who's chased by a cat, who's chased by a dog and a host of other frantic characters, in a humorous cumulative tale."
A Fly Went By,dog,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327962845i/980501.jpg,"Illustrated in color. A fly went by, followed by a frog, who's chased by a cat, who's chased by a dog and a host of other frantic characters, in a humorous cumulative tale."
A Fly Went By,pig,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327962845i/980501.jpg,"Illustrated in color. A fly went by, followed by a frog, who's chased by a cat, who's chased by a dog and a host of other frantic characters, in a humorous cumulative tale."
A Fly Went By,fox,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327962845i/980501.jpg,"Illustrated in color. A fly went by, followed by a frog, who's chased by a cat, who's chased by a dog and a host of other frantic characters, in a humorous cumulative tale."
A Fly Went By,sheep,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327962845i/980501.jpg,"Illustrated in color. A fly went by, followed by a frog, who's chased by a cat, who's chased by a dog and a host of other frantic characters, in a humorous cumulative tale."
Frog and Toad Are Friends (An I Can Read Book),frog,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395007964i/1243179.jpg,"One summer day Toad was un- happy. He had lost the white, four- holed, big, round, thick button from his jacket. Who helped him look for it? His best friend, Frog. Another day, Frog was unhappy. He was sick in bed and looking green. Who gave him some tea and told him a story? His best friend, Toad.From the first enchanting story to the last, these five adventures of two best friends are packed with excitement, gaiety, and tender affection. Children will find this book delightful to read and beautiful to look at, either story by story, or from cover to cover.--front flapShow more"
Frog and Toad Are Friends (An I Can Read Book),toad,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395007964i/1243179.jpg,"One summer day Toad was un- happy. He had lost the white, four- holed, big, round, thick button from his jacket. Who helped him look for it? His best friend, Frog. Another day, Frog was unhappy. He was sick in bed and looking green. Who gave him some tea and told him a story? His best friend, Toad.From the first enchanting story to the last, these five adventures of two best friends are packed with excitement, gaiety, and tender affection. Children will find this book delightful to read and beautiful to look at, either story by story, or from cover to cover.--front flapShow more"
Frog and Toad Are Friends (An I Can Read Book),raccoon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395007964i/1243179.jpg,"One summer day Toad was un- happy. He had lost the white, four- holed, big, round, thick button from his jacket. Who helped him look for it? His best friend, Frog. Another day, Frog was unhappy. He was sick in bed and looking green. Who gave him some tea and told him a story? His best friend, Toad.From the first enchanting story to the last, these five adventures of two best friends are packed with excitement, gaiety, and tender affection. Children will find this book delightful to read and beautiful to look at, either story by story, or from cover to cover.--front flapShow more"
A Pocket for Corduroy,bear,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386921247i/270067.jpg,"Come along with Corduroy as he goes on an all-new adventure.Corduroy, with his unaffected simplicity and childlike emotion, is one of the best-loved bears in children's books. His story has become an irresistible childhood classic, beloved by generations of readers of all ages.Don Freemanwas born in San Diego, California, and moved to New York City to study art, making his living as a jazz trumpeter. With this loss of his trumpet on a subway train, Mr. Freeman turned his talents to art full-time. In the 1940s he began writing and illustrating children's books; his many popular titles includeBeady Bear,Dandelion,Mop TopandNorman the Doorman.At the time of his death in 1978, theLos Angeles Timeswrote:""Ingeniousness and humor, theatricality and commonality, humanity and beauty: these elements survive in his picture books.""Show more"
The Grouchy Ladybug,ladybug,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510010469i/336161.jpg,"From Eric Carle,New York Timesbestselling author ofThe Very Hungry CaterpillarandFrom Head to Toe,comes the classic story of one very grouchy ladybug. Eric Carle's bright artwork and signature style will charm both ardent fans and new readers alike.As children follow the Grouchy Ladybug on her journey, they will learn the important concepts of time, size, and shape, as well as the benefits of friendship and good manners.For generations,The Grouchy Ladybughas delighted readers of all ages with the story of a bad-tempered bug who won't say ""please"" or ""thank you,"" won't share, and thinks she is bigger and better than anyone else. Readers will love how this testy ladybug introduces them to many new animals and learns that maybe being grouchy isn’t always the best option.Show more"
The Grouchy Ladybug,yellow jacket,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510010469i/336161.jpg,"From Eric Carle,New York Timesbestselling author ofThe Very Hungry CaterpillarandFrom Head to Toe,comes the classic story of one very grouchy ladybug. Eric Carle's bright artwork and signature style will charm both ardent fans and new readers alike.As children follow the Grouchy Ladybug on her journey, they will learn the important concepts of time, size, and shape, as well as the benefits of friendship and good manners.For generations,The Grouchy Ladybughas delighted readers of all ages with the story of a bad-tempered bug who won't say ""please"" or ""thank you,"" won't share, and thinks she is bigger and better than anyone else. Readers will love how this testy ladybug introduces them to many new animals and learns that maybe being grouchy isn’t always the best option.Show more"
The Grouchy Ladybug,stag beetle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510010469i/336161.jpg,"From Eric Carle,New York Timesbestselling author ofThe Very Hungry CaterpillarandFrom Head to Toe,comes the classic story of one very grouchy ladybug. Eric Carle's bright artwork and signature style will charm both ardent fans and new readers alike.As children follow the Grouchy Ladybug on her journey, they will learn the important concepts of time, size, and shape, as well as the benefits of friendship and good manners.For generations,The Grouchy Ladybughas delighted readers of all ages with the story of a bad-tempered bug who won't say ""please"" or ""thank you,"" won't share, and thinks she is bigger and better than anyone else. Readers will love how this testy ladybug introduces them to many new animals and learns that maybe being grouchy isn’t always the best option.Show more"
The Grouchy Ladybug,praying mantis,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510010469i/336161.jpg,"From Eric Carle,New York Timesbestselling author ofThe Very Hungry CaterpillarandFrom Head to Toe,comes the classic story of one very grouchy ladybug. Eric Carle's bright artwork and signature style will charm both ardent fans and new readers alike.As children follow the Grouchy Ladybug on her journey, they will learn the important concepts of time, size, and shape, as well as the benefits of friendship and good manners.For generations,The Grouchy Ladybughas delighted readers of all ages with the story of a bad-tempered bug who won't say ""please"" or ""thank you,"" won't share, and thinks she is bigger and better than anyone else. Readers will love how this testy ladybug introduces them to many new animals and learns that maybe being grouchy isn’t always the best option.Show more"
The Grouchy Ladybug,sparrow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510010469i/336161.jpg,"From Eric Carle,New York Timesbestselling author ofThe Very Hungry CaterpillarandFrom Head to Toe,comes the classic story of one very grouchy ladybug. Eric Carle's bright artwork and signature style will charm both ardent fans and new readers alike.As children follow the Grouchy Ladybug on her journey, they will learn the important concepts of time, size, and shape, as well as the benefits of friendship and good manners.For generations,The Grouchy Ladybughas delighted readers of all ages with the story of a bad-tempered bug who won't say ""please"" or ""thank you,"" won't share, and thinks she is bigger and better than anyone else. Readers will love how this testy ladybug introduces them to many new animals and learns that maybe being grouchy isn’t always the best option.Show more"
The Grouchy Ladybug,lobster,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510010469i/336161.jpg,"From Eric Carle,New York Timesbestselling author ofThe Very Hungry CaterpillarandFrom Head to Toe,comes the classic story of one very grouchy ladybug. Eric Carle's bright artwork and signature style will charm both ardent fans and new readers alike.As children follow the Grouchy Ladybug on her journey, they will learn the important concepts of time, size, and shape, as well as the benefits of friendship and good manners.For generations,The Grouchy Ladybughas delighted readers of all ages with the story of a bad-tempered bug who won't say ""please"" or ""thank you,"" won't share, and thinks she is bigger and better than anyone else. Readers will love how this testy ladybug introduces them to many new animals and learns that maybe being grouchy isn’t always the best option.Show more"
The Grouchy Ladybug,skunk,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510010469i/336161.jpg,"From Eric Carle,New York Timesbestselling author ofThe Very Hungry CaterpillarandFrom Head to Toe,comes the classic story of one very grouchy ladybug. Eric Carle's bright artwork and signature style will charm both ardent fans and new readers alike.As children follow the Grouchy Ladybug on her journey, they will learn the important concepts of time, size, and shape, as well as the benefits of friendship and good manners.For generations,The Grouchy Ladybughas delighted readers of all ages with the story of a bad-tempered bug who won't say ""please"" or ""thank you,"" won't share, and thinks she is bigger and better than anyone else. Readers will love how this testy ladybug introduces them to many new animals and learns that maybe being grouchy isn’t always the best option.Show more"
The Grouchy Ladybug,hyena,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510010469i/336161.jpg,"From Eric Carle,New York Timesbestselling author ofThe Very Hungry CaterpillarandFrom Head to Toe,comes the classic story of one very grouchy ladybug. Eric Carle's bright artwork and signature style will charm both ardent fans and new readers alike.As children follow the Grouchy Ladybug on her journey, they will learn the important concepts of time, size, and shape, as well as the benefits of friendship and good manners.For generations,The Grouchy Ladybughas delighted readers of all ages with the story of a bad-tempered bug who won't say ""please"" or ""thank you,"" won't share, and thinks she is bigger and better than anyone else. Readers will love how this testy ladybug introduces them to many new animals and learns that maybe being grouchy isn’t always the best option.Show more"
The Grouchy Ladybug,gorilla,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510010469i/336161.jpg,"From Eric Carle,New York Timesbestselling author ofThe Very Hungry CaterpillarandFrom Head to Toe,comes the classic story of one very grouchy ladybug. Eric Carle's bright artwork and signature style will charm both ardent fans and new readers alike.As children follow the Grouchy Ladybug on her journey, they will learn the important concepts of time, size, and shape, as well as the benefits of friendship and good manners.For generations,The Grouchy Ladybughas delighted readers of all ages with the story of a bad-tempered bug who won't say ""please"" or ""thank you,"" won't share, and thinks she is bigger and better than anyone else. Readers will love how this testy ladybug introduces them to many new animals and learns that maybe being grouchy isn’t always the best option.Show more"
The Grouchy Ladybug,rhino,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510010469i/336161.jpg,"From Eric Carle,New York Timesbestselling author ofThe Very Hungry CaterpillarandFrom Head to Toe,comes the classic story of one very grouchy ladybug. Eric Carle's bright artwork and signature style will charm both ardent fans and new readers alike.As children follow the Grouchy Ladybug on her journey, they will learn the important concepts of time, size, and shape, as well as the benefits of friendship and good manners.For generations,The Grouchy Ladybughas delighted readers of all ages with the story of a bad-tempered bug who won't say ""please"" or ""thank you,"" won't share, and thinks she is bigger and better than anyone else. Readers will love how this testy ladybug introduces them to many new animals and learns that maybe being grouchy isn’t always the best option.Show more"
The Grouchy Ladybug,elephant,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510010469i/336161.jpg,"From Eric Carle,New York Timesbestselling author ofThe Very Hungry CaterpillarandFrom Head to Toe,comes the classic story of one very grouchy ladybug. Eric Carle's bright artwork and signature style will charm both ardent fans and new readers alike.As children follow the Grouchy Ladybug on her journey, they will learn the important concepts of time, size, and shape, as well as the benefits of friendship and good manners.For generations,The Grouchy Ladybughas delighted readers of all ages with the story of a bad-tempered bug who won't say ""please"" or ""thank you,"" won't share, and thinks she is bigger and better than anyone else. Readers will love how this testy ladybug introduces them to many new animals and learns that maybe being grouchy isn’t always the best option.Show more"
Why Mosquitoes Buzz in People's Ears: A West African Tale,mosquito,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347440034i/1424020.jpg,"In this Caldecott Medal winning book, Mosquito tells a story that causes a jungle disaster.In this astonishingly beautiful and imaginatively illustrated picture book, Mosquito dells Iguana a tall tale that sets off a chain reaction that ends in jungle disaster.Iguana is so upset at being told such nonsense that he plugs his ears. So, of course, when Python says good morning, Iguana doesn't hear and Iguana ignores him altogether. Python suspects Iguana is plotting mischief against him, so he hides in a rabbit hole—which terrifies Rabbit. And so this amusing African legend goes, until finally the chain of mishaps reaches Mother Owl, who reacts by refusing to hoot and wake up the sun.Eventually all is resolved, and jungle life returns to normal. But although Mosquito learns her lesson and gives up telling tall tales, she adopts a worse habbit.Leo and Diane Dillon'sstriking full-color illustrations complements and enlarge upon the tale, perfectly capturing the expansive African imagination.Winner ofCaldecott Medalin 1976 and theBrooklyn Art Books for ChildrenAward in 1977.Edition MSRP: U.S. $17⁹⁹ / Canada $19⁹⁹(ISBN 0-8037-6089-2)Show more"
Why Mosquitoes Buzz in People's Ears: A West African Tale,iguana,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347440034i/1424020.jpg,"In this Caldecott Medal winning book, Mosquito tells a story that causes a jungle disaster.In this astonishingly beautiful and imaginatively illustrated picture book, Mosquito dells Iguana a tall tale that sets off a chain reaction that ends in jungle disaster.Iguana is so upset at being told such nonsense that he plugs his ears. So, of course, when Python says good morning, Iguana doesn't hear and Iguana ignores him altogether. Python suspects Iguana is plotting mischief against him, so he hides in a rabbit hole—which terrifies Rabbit. And so this amusing African legend goes, until finally the chain of mishaps reaches Mother Owl, who reacts by refusing to hoot and wake up the sun.Eventually all is resolved, and jungle life returns to normal. But although Mosquito learns her lesson and gives up telling tall tales, she adopts a worse habbit.Leo and Diane Dillon'sstriking full-color illustrations complements and enlarge upon the tale, perfectly capturing the expansive African imagination.Winner ofCaldecott Medalin 1976 and theBrooklyn Art Books for ChildrenAward in 1977.Edition MSRP: U.S. $17⁹⁹ / Canada $19⁹⁹(ISBN 0-8037-6089-2)Show more"
Why Mosquitoes Buzz in People's Ears: A West African Tale,python,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347440034i/1424020.jpg,"In this Caldecott Medal winning book, Mosquito tells a story that causes a jungle disaster.In this astonishingly beautiful and imaginatively illustrated picture book, Mosquito dells Iguana a tall tale that sets off a chain reaction that ends in jungle disaster.Iguana is so upset at being told such nonsense that he plugs his ears. So, of course, when Python says good morning, Iguana doesn't hear and Iguana ignores him altogether. Python suspects Iguana is plotting mischief against him, so he hides in a rabbit hole—which terrifies Rabbit. And so this amusing African legend goes, until finally the chain of mishaps reaches Mother Owl, who reacts by refusing to hoot and wake up the sun.Eventually all is resolved, and jungle life returns to normal. But although Mosquito learns her lesson and gives up telling tall tales, she adopts a worse habbit.Leo and Diane Dillon'sstriking full-color illustrations complements and enlarge upon the tale, perfectly capturing the expansive African imagination.Winner ofCaldecott Medalin 1976 and theBrooklyn Art Books for ChildrenAward in 1977.Edition MSRP: U.S. $17⁹⁹ / Canada $19⁹⁹(ISBN 0-8037-6089-2)Show more"
